shade_id,brand,product,shade_name,hex,undertone,depth,source,source_url
PUBLIC-00001,BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,shell,#EFCBA4,unknown,light,Public Sephora-style foundation swatch dataset,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081
PUBLIC-00002,BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,linen,#F3CEB0,unknown,light,Public Sephora-style foundation swatch dataset,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081
PUBLIC-00003,BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,alabaster,#F2CBB4,unknown,light,Public Sephora-style foundation swatch dataset,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081
PUBLIC-00004,BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,porcelain,#F6C8A7,unknown,light,Public Sephora-style foundation swatch dataset,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081
PUBLIC-00005,BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,ivory,#F0C4AB,unknown,light,Public Sephora-style foundation swatch dataset,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081
PUBLIC-00006,BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,sand,#F2C79D,unknown,light,Public Sephora-style foundation swatch dataset,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081
PUBLIC-00007,BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,cashmere,#DFB38A,unknown,light-medium,Public Sephora-style foundation swatch dataset,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081
PUBLIC-00008,BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,vanilla,#EEC29C,unknown,light,Public Sephora-style foundation swatch dataset,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081
PUBLIC-00009,BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,bisque,#EAB498,unknown,light,Public Sephora-style foundation swatch dataset,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081
PUBLIC-00010,BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,cashew,#DDAD8C,unknown,light-medium,Public Sephora-style foundation swatch dataset,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081
PUBLIC-00011,BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,teak,#E5AE8F,unknown,light-medium,Public Sephora-style foundation swatch dataset,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081
PUBLIC-00012,BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,desert,#E0AE8C,unknown,light-medium,Public Sephora-style foundation swatch dataset,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081
PUBLIC-00013,BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,buff,#E1B186,unknown,light-medium,Public Sephora-style foundation swatch dataset,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081
PUBLIC-00014,BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,buttercup,#E2AD7F,unknown,light-medium,Public Sephora-style foundation swatch dataset,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081
PUBLIC-00015,BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,camel,#D59C79,unknown,light-medium,Public Sephora-style foundation swatch dataset,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081
PUBLIC-00016,BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,noisette,#D49971,unknown,medium,Public Sephora-style foundation swatch dataset,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081
PUBLIC-00017,BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,pebble,#D8A284,unknown,light-medium,Public Sephora-style foundation swatch dataset,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081
PUBLIC-00018,BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,driftwood,#DBA679,unknown,light-medium,Public Sephora-style foundation swatch dataset,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081
PUBLIC-00019,BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,cassava,#D29B7B,unknown,light-medium,Public Sephora-style foundation swatch dataset,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081
PUBLIC-00020,BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,khaki,#CE9770,unknown,medium,Public Sephora-style foundation swatch dataset,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081
PUBLIC-00021,BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,olive,#CC9A70,olive,medium,Public Sephora-style foundation swatch dataset,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081
PUBLIC-00022,BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,hazel,#C38353,unknown,tan,Public Sephora-style foundation swatch dataset,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081
PUBLIC-00023,BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,fawn,#AD6D4B,unknown,tan,Public Sephora-style foundation swatch dataset,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081
PUBLIC-00024,BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,bamboo,#AA6D46,unknown,tan,Public Sephora-style foundation swatch dataset,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081
PUBLIC-00025,BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,tan,#AA7555,unknown,tan,Public Sephora-style foundation swatch dataset,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081
PUBLIC-00026,BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,café,#A56949,unknown,tan,Public Sephora-style foundation swatch dataset,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081
PUBLIC-00027,BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,sepia,#A36446,unknown,tan,Public Sephora-style foundation swatch dataset,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081
PUBLIC-00028,BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,amber,#A0633F,unknown,deep,Public Sephora-style foundation swatch dataset,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081
PUBLIC-00029,BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,maple,#965837,unknown,deep,Public Sephora-style foundation swatch dataset,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081
PUBLIC-00030,BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,terracotta,#865034,unknown,deep,Public Sephora-style foundation swatch dataset,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081
PUBLIC-00031,BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,cardamom,#79442C,unknown,deep,Public Sephora-style foundation swatch dataset,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081
PUBLIC-00032,BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,coconut,#754127,unknown,rich-deep,Public Sephora-style foundation swatch dataset,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081
PUBLIC-00033,BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,walnut,#6C3923,unknown,rich-deep,Public Sephora-style foundation swatch dataset,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081
PUBLIC-00034,BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,mocha,#74462C,unknown,rich-deep,Public Sephora-style foundation swatch dataset,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081
PUBLIC-00035,BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,clove,#7B472E,unknown,deep,Public Sephora-style foundation swatch dataset,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081
PUBLIC-00036,BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,truffle,#713E2A,unknown,rich-deep,Public Sephora-style foundation swatch dataset,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081
PUBLIC-00037,BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,sienna,#663727,unknown,rich-deep,Public Sephora-style foundation swatch dataset,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081
PUBLIC-00038,BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,espresso,#643927,unknown,rich-deep,Public Sephora-style foundation swatch dataset,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081
PUBLIC-00039,BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,mahogany,#5B332A,unknown,rich-deep,Public Sephora-style foundation swatch dataset,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081
PUBLIC-00040,BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,tonka,#5B3429,unknown,rich-deep,Public Sephora-style foundation swatch dataset,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081
PUBLIC-00041,BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,cacao,#4F322C,unknown,rich-deep,Public Sephora-style foundation swatch dataset,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081
PUBLIC-00042,BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,chestnut,#472D29,unknown,rich-deep,Public Sephora-style foundation swatch dataset,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081
PUBLIC-00043,Benefit Cosmetics,Hello Happy Flawless Brightening Foundation SPF 15,fair cool,#EACFB7,cool,light,Public Sephora-style foundation swatch dataset,https://www.ulta.com/hello-happy-flawless-brightening-foundation-spf-15?productId=pimprod2007275
PUBLIC-00044,Benefit Cosmetics,Hello Happy Flawless Brightening Foundation SPF 15,light warm,#F7D3B3,warm,light,Public Sephora-style foundation swatch dataset,https://www.ulta.com/hello-happy-flawless-brightening-foundation-spf-15?productId=pimprod2007275
PUBLIC-00045,Benefit Cosmetics,Hello Happy Flawless Brightening Foundation SPF 15,light neutral warm,#E9C7A4,warm,light,Public Sephora-style foundation swatch dataset,https://www.ulta.com/hello-happy-flawless-brightening-foundation-spf-15?productId=pimprod2007275
PUBLIC-00046,Benefit Cosmetics,Hello Happy Flawless Brightening Foundation SPF 15,medium neutral,#D0B099,neutral,light-medium,Public Sephora-style foundation swatch dataset,https://www.ulta.com/hello-happy-flawless-brightening-foundation-spf-15?productId=pimprod2007275
PUBLIC-00047,Benefit Cosmetics,Hello Happy Flawless Brightening Foundation SPF 15,shade medium neutral warm,#DCB590,warm,light-medium,Public Sephora-style foundation swatch dataset,https://www.ulta.com/hello-happy-flawless-brightening-foundation-spf-15?productId=pimprod2007275
PUBLIC-00048,Benefit Cosmetics,Hello Happy Flawless Brightening Foundation SPF 15,medium warm,#D5A575,warm,medium,Public Sephora-style foundation swatch dataset,https://www.ulta.com/hello-happy-flawless-brightening-foundation-spf-15?productId=pimprod2007275
PUBLIC-00049,Benefit Cosmetics,Hello Happy Flawless Brightening Foundation SPF 15,medium-tan neutral,#C88C3F,neutral,tan,Public Sephora-style foundation swatch dataset,https://www.ulta.com/hello-happy-flawless-brightening-foundation-spf-15?productId=pimprod2007275
PUBLIC-00050,Benefit Cosmetics,Hello Happy Flawless Brightening Foundation SPF 15,tan warm,#AB6939,warm,deep,Public Sephora-style foundation swatch dataset,https://www.ulta.com/hello-happy-flawless-brightening-foundation-spf-15?productId=pimprod2007275
PUBLIC-00051,Benefit Cosmetics,Hello Happy Flawless Brightening Foundation SPF 15,deep neutral,#8D5D35,neutral,deep,Public Sephora-style foundation swatch dataset,https://www.ulta.com/hello-happy-flawless-brightening-foundation-spf-15?productId=pimprod2007275
PUBLIC-00052,Benefit Cosmetics,Hello Happy Flawless Brightening Foundation SPF 15,deep warm,#914D26,warm,deep,Public Sephora-style foundation swatch dataset,https://www.ulta.com/hello-happy-flawless-brightening-foundation-spf-15?productId=pimprod2007275
PUBLIC-00053,Benefit Cosmetics,Hello Happy Flawless Brightening Foundation SPF 15,dark neutral,#6E452B,neutral,rich-deep,Public Sephora-style foundation swatch dataset,https://www.ulta.com/hello-happy-flawless-brightening-foundation-spf-15?productId=pimprod2007275
PUBLIC-00054,Benefit Cosmetics,Hello Happy Flawless Brightening Foundation SPF 15,dark warm,#83503F,warm,deep,Public Sephora-style foundation swatch dataset,https://www.ulta.com/hello-happy-flawless-brightening-foundation-spf-15?productId=pimprod2007275
PUBLIC-00055,Benefit Cosmetics,Hello Happy Velvet Powder Foundation,fair cool,#E3CFB7,cool,light,Public Sephora-style foundation swatch dataset,https://www.ulta.com/hello-happy-velvet-powder-foundation?productId=pimprod2007277
PUBLIC-00056,Benefit Cosmetics,Hello Happy Velvet Powder Foundation,light neutral,#EDD2B5,neutral,light,Public Sephora-style foundation swatch dataset,https://www.ulta.com/hello-happy-velvet-powder-foundation?productId=pimprod2007277
PUBLIC-00057,Benefit Cosmetics,Hello Happy Velvet Powder Foundation,light neutral warm,#DFC7A5,warm,light,Public Sephora-style foundation swatch dataset,https://www.ulta.com/hello-happy-velvet-powder-foundation?productId=pimprod2007277
PUBLIC-00058,Benefit Cosmetics,Hello Happy Velvet Powder Foundation,medium neutral,#C7AE98,neutral,light-medium,Public Sephora-style foundation swatch dataset,https://www.ulta.com/hello-happy-velvet-powder-foundation?productId=pimprod2007277
PUBLIC-00059,Benefit Cosmetics,Hello Happy Velvet Powder Foundation,shade medium neutral warm,#DAB48A,warm,light-medium,Public Sephora-style foundation swatch dataset,https://www.ulta.com/hello-happy-velvet-powder-foundation?productId=pimprod2007277
PUBLIC-00060,Benefit Cosmetics,Hello Happy Velvet Powder Foundation,medium warm,#D0A270,warm,medium,Public Sephora-style foundation swatch dataset,https://www.ulta.com/hello-happy-velvet-powder-foundation?productId=pimprod2007277
PUBLIC-00061,Benefit Cosmetics,Hello Happy Velvet Powder Foundation,medium-tan neutral,#C39E68,neutral,medium,Public Sephora-style foundation swatch dataset,https://www.ulta.com/hello-happy-velvet-powder-foundation?productId=pimprod2007277
PUBLIC-00062,Benefit Cosmetics,Hello Happy Velvet Powder Foundation,tan warm,#B48E69,warm,medium,Public Sephora-style foundation swatch dataset,https://www.ulta.com/hello-happy-velvet-powder-foundation?productId=pimprod2007277
PUBLIC-00063,Benefit Cosmetics,Hello Happy Velvet Powder Foundation,deep neutral,#B78145,neutral,tan,Public Sephora-style foundation swatch dataset,https://www.ulta.com/hello-happy-velvet-powder-foundation?productId=pimprod2007277
PUBLIC-00064,Benefit Cosmetics,Hello Happy Velvet Powder Foundation,deep warm,#946542,warm,deep,Public Sephora-style foundation swatch dataset,https://www.ulta.com/hello-happy-velvet-powder-foundation?productId=pimprod2007277
PUBLIC-00065,Benefit Cosmetics,Hello Happy Velvet Powder Foundation,dark neutral,#926738,neutral,deep,Public Sephora-style foundation swatch dataset,https://www.ulta.com/hello-happy-velvet-powder-foundation?productId=pimprod2007277
PUBLIC-00066,Benefit Cosmetics,Hello Happy Velvet Powder Foundation,dark warm,#7F5739,warm,deep,Public Sephora-style foundation swatch dataset,https://www.ulta.com/hello-happy-velvet-powder-foundation?productId=pimprod2007277
PUBLIC-00067,It Cosmetics,CC+ Cream with SPF 50+,fair,#F9EFE3,unknown,fair,Public Sephora-style foundation swatch dataset,https://www.ulta.com/cc-cream-with-spf-50?productId=xlsImpprod5770257
PUBLIC-00068,It Cosmetics,CC+ Cream with SPF 50+,fair light,#FCEBDB,unknown,fair,Public Sephora-style foundation swatch dataset,https://www.ulta.com/cc-cream-with-spf-50?productId=xlsImpprod5770257
PUBLIC-00069,It Cosmetics,CC+ Cream with SPF 50+,light,#FBE6D1,unknown,fair,Public Sephora-style foundation swatch dataset,https://www.ulta.com/cc-cream-with-spf-50?productId=xlsImpprod5770257
PUBLIC-00070,It Cosmetics,CC+ Cream with SPF 50+,light medium,#F6CEAB,unknown,light,Public Sephora-style foundation swatch dataset,https://www.ulta.com/cc-cream-with-spf-50?productId=xlsImpprod5770257
PUBLIC-00071,It Cosmetics,CC+ Cream with SPF 50+,medium,#EEC7A0,unknown,light,Public Sephora-style foundation swatch dataset,https://www.ulta.com/cc-cream-with-spf-50?productId=xlsImpprod5770257
PUBLIC-00072,It Cosmetics,CC+ Cream with SPF 50+,neutral medium,#F1C09B,neutral,light,Public Sephora-style foundation swatch dataset,https://www.ulta.com/cc-cream-with-spf-50?productId=xlsImpprod5770257
PUBLIC-00073,It Cosmetics,CC+ Cream with SPF 50+,medium tan,#E0AE86,unknown,light-medium,Public Sephora-style foundation swatch dataset,https://www.ulta.com/cc-cream-with-spf-50?productId=xlsImpprod5770257
PUBLIC-00074,It Cosmetics,CC+ Cream with SPF 50+,neutral tan,#E6A77C,neutral,light-medium,Public Sephora-style foundation swatch dataset,https://www.ulta.com/cc-cream-with-spf-50?productId=xlsImpprod5770257
PUBLIC-00075,It Cosmetics,CC+ Cream with SPF 50+,tan,#E1965E,unknown,medium,Public Sephora-style foundation swatch dataset,https://www.ulta.com/cc-cream-with-spf-50?productId=xlsImpprod5770257
PUBLIC-00076,It Cosmetics,CC+ Cream with SPF 50+,rich,#C6713E,unknown,tan,Public Sephora-style foundation swatch dataset,https://www.ulta.com/cc-cream-with-spf-50?productId=xlsImpprod5770257
PUBLIC-00077,It Cosmetics,CC+ Cream with SPF 50+,rich honey,#9E502B,warm,deep,Public Sephora-style foundation swatch dataset,https://www.ulta.com/cc-cream-with-spf-50?productId=xlsImpprod5770257
PUBLIC-00078,It Cosmetics,CC+ Cream with SPF 50+,deep,#85412F,unknown,deep,Public Sephora-style foundation swatch dataset,https://www.ulta.com/cc-cream-with-spf-50?productId=xlsImpprod5770257
PUBLIC-00079,It Cosmetics,Your Skin But Better Foundation + Skincare,medium neutral,#D9A681,neutral,light-medium,Public Sephora-style foundation swatch dataset,https://www.ulta.com/your-skin-but-better-foundation-skincare?productId=pimprod2017112
PUBLIC-00080,It Cosmetics,Your Skin But Better Foundation + Skincare,fair warm,#FAE6D2,warm,fair,Public Sephora-style foundation swatch dataset,https://www.ulta.com/your-skin-but-better-foundation-skincare?productId=pimprod2017112
PUBLIC-00081,It Cosmetics,Your Skin But Better Foundation + Skincare,fair neutral,#E8CCB5,neutral,light,Public Sephora-style foundation swatch dataset,https://www.ulta.com/your-skin-but-better-foundation-skincare?productId=pimprod2017112
PUBLIC-00082,It Cosmetics,Your Skin But Better Foundation + Skincare,fair neutral,#ECC8A8,neutral,light,Public Sephora-style foundation swatch dataset,https://www.ulta.com/your-skin-but-better-foundation-skincare?productId=pimprod2017112
PUBLIC-00083,It Cosmetics,Your Skin But Better Foundation + Skincare,fair warm,#F0CBA7,warm,light,Public Sephora-style foundation swatch dataset,https://www.ulta.com/your-skin-but-better-foundation-skincare?productId=pimprod2017112
PUBLIC-00084,It Cosmetics,Your Skin But Better Foundation + Skincare,light cool,#F4CBA8,cool,light,Public Sephora-style foundation swatch dataset,https://www.ulta.com/your-skin-but-better-foundation-skincare?productId=pimprod2017112
PUBLIC-00085,It Cosmetics,Your Skin But Better Foundation + Skincare,light neutral,#EAC1A9,neutral,light,Public Sephora-style foundation swatch dataset,https://www.ulta.com/your-skin-but-better-foundation-skincare?productId=pimprod2017112
PUBLIC-00086,It Cosmetics,Your Skin But Better Foundation + Skincare,light warm,#EDC6A1,warm,light,Public Sephora-style foundation swatch dataset,https://www.ulta.com/your-skin-but-better-foundation-skincare?productId=pimprod2017112
PUBLIC-00087,It Cosmetics,Your Skin But Better Foundation + Skincare,light neutral,#E0B78F,neutral,light-medium,Public Sephora-style foundation swatch dataset,https://www.ulta.com/your-skin-but-better-foundation-skincare?productId=pimprod2017112
PUBLIC-00088,It Cosmetics,Your Skin But Better Foundation + Skincare,light neutral,#DEB391,neutral,light-medium,Public Sephora-style foundation swatch dataset,https://www.ulta.com/your-skin-but-better-foundation-skincare?productId=pimprod2017112
PUBLIC-00089,It Cosmetics,Your Skin But Better Foundation + Skincare,light warm,#F3CFAB,warm,light,Public Sephora-style foundation swatch dataset,https://www.ulta.com/your-skin-but-better-foundation-skincare?productId=pimprod2017112
PUBLIC-00090,It Cosmetics,Your Skin But Better Foundation + Skincare,light warm,#ECC097,warm,light,Public Sephora-style foundation swatch dataset,https://www.ulta.com/your-skin-but-better-foundation-skincare?productId=pimprod2017112
PUBLIC-00091,It Cosmetics,Your Skin But Better Foundation + Skincare,medium cool,#DDB290,cool,light-medium,Public Sephora-style foundation swatch dataset,https://www.ulta.com/your-skin-but-better-foundation-skincare?productId=pimprod2017112
PUBLIC-00092,It Cosmetics,Your Skin But Better Foundation + Skincare,medium neutral,#D6A982,neutral,light-medium,Public Sephora-style foundation swatch dataset,https://www.ulta.com/your-skin-but-better-foundation-skincare?productId=pimprod2017112
PUBLIC-00093,It Cosmetics,Your Skin But Better Foundation + Skincare,medium neutral,#CCA17B,neutral,medium,Public Sephora-style foundation swatch dataset,https://www.ulta.com/your-skin-but-better-foundation-skincare?productId=pimprod2017112
PUBLIC-00094,It Cosmetics,Your Skin But Better Foundation + Skincare,medium warm,#D7A06F,warm,medium,Public Sephora-style foundation swatch dataset,https://www.ulta.com/your-skin-but-better-foundation-skincare?productId=pimprod2017112
PUBLIC-00095,It Cosmetics,Your Skin But Better Foundation + Skincare,medium cool,#D79F7A,cool,light-medium,Public Sephora-style foundation swatch dataset,https://www.ulta.com/your-skin-but-better-foundation-skincare?productId=pimprod2017112
PUBLIC-00096,It Cosmetics,Your Skin But Better Foundation + Skincare,medium warm,#C99567,warm,medium,Public Sephora-style foundation swatch dataset,https://www.ulta.com/your-skin-but-better-foundation-skincare?productId=pimprod2017112
PUBLIC-00097,It Cosmetics,Your Skin But Better Foundation + Skincare,medium cool,#D3A187,cool,light-medium,Public Sephora-style foundation swatch dataset,https://www.ulta.com/your-skin-but-better-foundation-skincare?productId=pimprod2017112
PUBLIC-00098,It Cosmetics,Your Skin But Better Foundation + Skincare,tan neutral,#C1936F,neutral,medium,Public Sephora-style foundation swatch dataset,https://www.ulta.com/your-skin-but-better-foundation-skincare?productId=pimprod2017112
PUBLIC-00099,It Cosmetics,Your Skin But Better Foundation + Skincare,tan cool,#CD996C,cool,medium,Public Sephora-style foundation swatch dataset,https://www.ulta.com/your-skin-but-better-foundation-skincare?productId=pimprod2017112
PUBLIC-00100,It Cosmetics,Your Skin But Better Foundation + Skincare,tan warm,#D09868,warm,medium,Public Sephora-style foundation swatch dataset,https://www.ulta.com/your-skin-but-better-foundation-skincare?productId=pimprod2017112
PUBLIC-00101,It Cosmetics,Your Skin But Better Foundation + Skincare,tan neutral,#D3965D,neutral,medium,Public Sephora-style foundation swatch dataset,https://www.ulta.com/your-skin-but-better-foundation-skincare?productId=pimprod2017112
PUBLIC-00102,It Cosmetics,Your Skin But Better Foundation + Skincare,tan warm,#B6855A,warm,tan,Public Sephora-style foundation swatch dataset,https://www.ulta.com/your-skin-but-better-foundation-skincare?productId=pimprod2017112
PUBLIC-00103,It Cosmetics,Your Skin But Better Foundation + Skincare,tan warm,#B47E50,warm,tan,Public Sephora-style foundation swatch dataset,https://www.ulta.com/your-skin-but-better-foundation-skincare?productId=pimprod2017112
PUBLIC-00104,It Cosmetics,Your Skin But Better Foundation + Skincare,tan warm,#B87241,warm,tan,Public Sephora-style foundation swatch dataset,https://www.ulta.com/your-skin-but-better-foundation-skincare?productId=pimprod2017112
PUBLIC-00105,It Cosmetics,Your Skin But Better Foundation + Skincare,rich cool,#AA7451,cool,tan,Public Sephora-style foundation swatch dataset,https://www.ulta.com/your-skin-but-better-foundation-skincare?productId=pimprod2017112
PUBLIC-00106,It Cosmetics,Your Skin But Better Foundation + Skincare,rich warm,#9E6338,warm,deep,Public Sephora-style foundation swatch dataset,https://www.ulta.com/your-skin-but-better-foundation-skincare?productId=pimprod2017112
PUBLIC-00107,It Cosmetics,Your Skin But Better Foundation + Skincare,rich neutral,#9E6E4D,neutral,tan,Public Sephora-style foundation swatch dataset,https://www.ulta.com/your-skin-but-better-foundation-skincare?productId=pimprod2017112
PUBLIC-00108,It Cosmetics,Your Skin But Better Foundation + Skincare,rich warm,#996239,warm,deep,Public Sephora-style foundation swatch dataset,https://www.ulta.com/your-skin-but-better-foundation-skincare?productId=pimprod2017112
PUBLIC-00109,It Cosmetics,Your Skin But Better Foundation + Skincare,rich cool,#9A6542,cool,deep,Public Sephora-style foundation swatch dataset,https://www.ulta.com/your-skin-but-better-foundation-skincare?productId=pimprod2017112
PUBLIC-00110,It Cosmetics,Your Skin But Better Foundation + Skincare,rich warm,#8E512B,warm,deep,Public Sephora-style foundation swatch dataset,https://www.ulta.com/your-skin-but-better-foundation-skincare?productId=pimprod2017112
PUBLIC-00111,It Cosmetics,Your Skin But Better Foundation + Skincare,rich neutral,#945E40,neutral,deep,Public Sephora-style foundation swatch dataset,https://www.ulta.com/your-skin-but-better-foundation-skincare?productId=pimprod2017112
PUBLIC-00112,It Cosmetics,Your Skin But Better Foundation + Skincare,deep neutral,#7C4E3A,neutral,deep,Public Sephora-style foundation swatch dataset,https://www.ulta.com/your-skin-but-better-foundation-skincare?productId=pimprod2017112
PUBLIC-00113,It Cosmetics,Your Skin But Better Foundation + Skincare,deep cool,#895337,cool,deep,Public Sephora-style foundation swatch dataset,https://www.ulta.com/your-skin-but-better-foundation-skincare?productId=pimprod2017112
PUBLIC-00114,It Cosmetics,Your Skin But Better Foundation + Skincare,deep warm,#73492A,warm,rich-deep,Public Sephora-style foundation swatch dataset,https://www.ulta.com/your-skin-but-better-foundation-skincare?productId=pimprod2017112
PUBLIC-00115,It Cosmetics,Your Skin But Better Foundation + Skincare,deep neutral,#6A3C22,neutral,rich-deep,Public Sephora-style foundation swatch dataset,https://www.ulta.com/your-skin-but-better-foundation-skincare?productId=pimprod2017112
PUBLIC-00116,It Cosmetics,Your Skin But Better Foundation + Skincare,deep cool,#603725,cool,rich-deep,Public Sephora-style foundation swatch dataset,https://www.ulta.com/your-skin-but-better-foundation-skincare?productId=pimprod2017112
PUBLIC-00117,It Cosmetics,Your Skin But Better Foundation + Skincare,deep cool,#673F39,cool,rich-deep,Public Sephora-style foundation swatch dataset,https://www.ulta.com/your-skin-but-better-foundation-skincare?productId=pimprod2017112
PUBLIC-00118,It Cosmetics,Your Skin But Better Foundation + Skincare,deep cool,#644846,cool,deep,Public Sephora-style foundation swatch dataset,https://www.ulta.com/your-skin-but-better-foundation-skincare?productId=pimprod2017112
PUBLIC-00119,KVD Vegan Beauty,Lock-It Foundation,medium,#D19264,unknown,medium,Public Sephora-style foundation swatch dataset,https://www.ulta.com/lock-it-foundation?productId=pimprod2018138
PUBLIC-00120,KVD Vegan Beauty,Lock-It Foundation,light,#F9D3B9,unknown,fair,Public Sephora-style foundation swatch dataset,https://www.ulta.com/lock-it-foundation?productId=pimprod2018138
PUBLIC-00121,KVD Vegan Beauty,Lock-It Foundation,light,#F1CCB6,unknown,light,Public Sephora-style foundation swatch dataset,https://www.ulta.com/lock-it-foundation?productId=pimprod2018138
PUBLIC-00122,KVD Vegan Beauty,Lock-It Foundation,light,#FBCCB2,unknown,light,Public Sephora-style foundation swatch dataset,https://www.ulta.com/lock-it-foundation?productId=pimprod2018138
