shade_id,brand,product,shade_name,hex,undertone,depth,source,source_url
PUBLIC-01232,Wet n Wild,PhotoFocus Stick Foundation,vanilla beige,#E3AE7E,neutral,light-medium,Public Sephora-style foundation swatch dataset,https://www.ulta.com/photofocus-stick-foundation?productId=pimprod2003352
PUBLIC-01233,Wet n Wild,PhotoFocus Stick Foundation,classic beige,#D69B63,neutral,medium,Public Sephora-style foundation swatch dataset,https://www.ulta.com/photofocus-stick-foundation?productId=pimprod2003352
PUBLIC-01234,Wet n Wild,PhotoFocus Stick Foundation,cream beige,#CA8E59,neutral,medium,Public Sephora-style foundation swatch dataset,https://www.ulta.com/photofocus-stick-foundation?productId=pimprod2003352
PUBLIC-01235,Wet n Wild,PhotoFocus Stick Foundation,sunkiss beige,#CF844B,neutral,medium,Public Sephora-style foundation swatch dataset,https://www.ulta.com/photofocus-stick-foundation?productId=pimprod2003352
PUBLIC-01236,Wet n Wild,PhotoFocus Stick Foundation,golden tan,#CA9353,warm,medium,Public Sephora-style foundation swatch dataset,https://www.ulta.com/photofocus-stick-foundation?productId=pimprod2003352
PUBLIC-01237,Wet n Wild,PhotoFocus Stick Foundation,sand beige,#C88644,neutral,tan,Public Sephora-style foundation swatch dataset,https://www.ulta.com/photofocus-stick-foundation?productId=pimprod2003352
PUBLIC-01238,Wet n Wild,PhotoFocus Stick Foundation,amber,#D68E61,unknown,medium,Public Sephora-style foundation swatch dataset,https://www.ulta.com/photofocus-stick-foundation?productId=pimprod2003352
PUBLIC-01239,Wet n Wild,PhotoFocus Stick Foundation,toffee,#C27636,unknown,tan,Public Sephora-style foundation swatch dataset,https://www.ulta.com/photofocus-stick-foundation?productId=pimprod2003352
PUBLIC-01240,Wet n Wild,PhotoFocus Stick Foundation,almond,#824F2A,unknown,deep,Public Sephora-style foundation swatch dataset,https://www.ulta.com/photofocus-stick-foundation?productId=pimprod2003352
PUBLIC-01241,NYX Professional Makeup,Total Control Pro Drop Foundation,buff,#CDA17C,unknown,medium,Public Sephora-style foundation swatch dataset,https://www.ulta.com/total-control-pro-drop-foundation?productId=pimprod2022024
PUBLIC-01242,NYX Professional Makeup,Total Control Pro Drop Foundation,light pale,#FDE2D0,unknown,fair,Public Sephora-style foundation swatch dataset,https://www.ulta.com/total-control-pro-drop-foundation?productId=pimprod2022024
PUBLIC-01243,NYX Professional Makeup,Total Control Pro Drop Foundation,light porcelain,#FDCDB9,unknown,fair,Public Sephora-style foundation swatch dataset,https://www.ulta.com/total-control-pro-drop-foundation?productId=pimprod2022024
PUBLIC-01244,NYX Professional Makeup,Total Control Pro Drop Foundation,alabaster,#DCB89E,unknown,light-medium,Public Sephora-style foundation swatch dataset,https://www.ulta.com/total-control-pro-drop-foundation?productId=pimprod2022024
PUBLIC-01245,NYX Professional Makeup,Total Control Pro Drop Foundation,porcelain,#DAB7A3,unknown,light-medium,Public Sephora-style foundation swatch dataset,https://www.ulta.com/total-control-pro-drop-foundation?productId=pimprod2022024
PUBLIC-01246,NYX Professional Makeup,Total Control Pro Drop Foundation,light ivory,#EFC8AC,unknown,light,Public Sephora-style foundation swatch dataset,https://www.ulta.com/total-control-pro-drop-foundation?productId=pimprod2022024
PUBLIC-01247,NYX Professional Makeup,Total Control Pro Drop Foundation,light,#E4B69C,unknown,light,Public Sephora-style foundation swatch dataset,https://www.ulta.com/total-control-pro-drop-foundation?productId=pimprod2022024
PUBLIC-01248,NYX Professional Makeup,Total Control Pro Drop Foundation,vanilla,#E7BA9B,unknown,light,Public Sephora-style foundation swatch dataset,https://www.ulta.com/total-control-pro-drop-foundation?productId=pimprod2022024
PUBLIC-01249,NYX Professional Makeup,Total Control Pro Drop Foundation,nude,#D6B48F,unknown,light-medium,Public Sephora-style foundation swatch dataset,https://www.ulta.com/total-control-pro-drop-foundation?productId=pimprod2022024
PUBLIC-01250,NYX Professional Makeup,Total Control Pro Drop Foundation,natural,#DBA583,neutral,light-medium,Public Sephora-style foundation swatch dataset,https://www.ulta.com/total-control-pro-drop-foundation?productId=pimprod2022024
PUBLIC-01251,NYX Professional Makeup,Total Control Pro Drop Foundation,soft beige,#CC966F,neutral,medium,Public Sephora-style foundation swatch dataset,https://www.ulta.com/total-control-pro-drop-foundation?productId=pimprod2022024
PUBLIC-01252,NYX Professional Makeup,Total Control Pro Drop Foundation,medium olive,#CD9B79,olive,medium,Public Sephora-style foundation swatch dataset,https://www.ulta.com/total-control-pro-drop-foundation?productId=pimprod2022024
PUBLIC-01253,NYX Professional Makeup,Total Control Pro Drop Foundation,medium buff,#CE9778,unknown,medium,Public Sephora-style foundation swatch dataset,https://www.ulta.com/total-control-pro-drop-foundation?productId=pimprod2022024
PUBLIC-01254,NYX Professional Makeup,Total Control Pro Drop Foundation,beige,#C4986E,neutral,medium,Public Sephora-style foundation swatch dataset,https://www.ulta.com/total-control-pro-drop-foundation?productId=pimprod2022024
PUBLIC-01255,NYX Professional Makeup,Total Control Pro Drop Foundation,classic tan,#C49474,unknown,medium,Public Sephora-style foundation swatch dataset,https://www.ulta.com/total-control-pro-drop-foundation?productId=pimprod2022024
PUBLIC-01256,NYX Professional Makeup,Total Control Pro Drop Foundation,camel,#C7895E,unknown,medium,Public Sephora-style foundation swatch dataset,https://www.ulta.com/total-control-pro-drop-foundation?productId=pimprod2022024
PUBLIC-01257,NYX Professional Makeup,Total Control Pro Drop Foundation,golden,#B8875E,warm,tan,Public Sephora-style foundation swatch dataset,https://www.ulta.com/total-control-pro-drop-foundation?productId=pimprod2022024
PUBLIC-01258,NYX Professional Makeup,Total Control Pro Drop Foundation,golden honey,#BF8863,warm,medium,Public Sephora-style foundation swatch dataset,https://www.ulta.com/total-control-pro-drop-foundation?productId=pimprod2022024
PUBLIC-01259,NYX Professional Makeup,Total Control Pro Drop Foundation,caramel,#B78B68,unknown,medium,Public Sephora-style foundation swatch dataset,https://www.ulta.com/total-control-pro-drop-foundation?productId=pimprod2022024
PUBLIC-01260,NYX Professional Makeup,Total Control Pro Drop Foundation,almond,#A56439,unknown,deep,Public Sephora-style foundation swatch dataset,https://www.ulta.com/total-control-pro-drop-foundation?productId=pimprod2022024
PUBLIC-01261,NYX Professional Makeup,Total Control Pro Drop Foundation,mahogany,#A56F4E,unknown,tan,Public Sephora-style foundation swatch dataset,https://www.ulta.com/total-control-pro-drop-foundation?productId=pimprod2022024
PUBLIC-01262,NYX Professional Makeup,Total Control Pro Drop Foundation,nutmeg,#A6724A,unknown,tan,Public Sephora-style foundation swatch dataset,https://www.ulta.com/total-control-pro-drop-foundation?productId=pimprod2022024
PUBLIC-01263,NYX Professional Makeup,Total Control Pro Drop Foundation,cappuccino,#976141,unknown,deep,Public Sephora-style foundation swatch dataset,https://www.ulta.com/total-control-pro-drop-foundation?productId=pimprod2022024
PUBLIC-01264,NYX Professional Makeup,Total Control Pro Drop Foundation,sienna,#91603D,unknown,deep,Public Sephora-style foundation swatch dataset,https://www.ulta.com/total-control-pro-drop-foundation?productId=pimprod2022024
PUBLIC-01265,NYX Professional Makeup,Total Control Pro Drop Foundation,deep sable,#896142,unknown,deep,Public Sephora-style foundation swatch dataset,https://www.ulta.com/total-control-pro-drop-foundation?productId=pimprod2022024
PUBLIC-01266,NYX Professional Makeup,Total Control Pro Drop Foundation,mocha,#7C4D31,unknown,deep,Public Sephora-style foundation swatch dataset,https://www.ulta.com/total-control-pro-drop-foundation?productId=pimprod2022024
PUBLIC-01267,NYX Professional Makeup,Total Control Pro Drop Foundation,deep rich,#764A35,unknown,deep,Public Sephora-style foundation swatch dataset,https://www.ulta.com/total-control-pro-drop-foundation?productId=pimprod2022024
PUBLIC-01268,NYX Professional Makeup,Total Control Pro Drop Foundation,cocoa,#764A34,unknown,deep,Public Sephora-style foundation swatch dataset,https://www.ulta.com/total-control-pro-drop-foundation?productId=pimprod2022024
PUBLIC-01269,NYX Professional Makeup,Total Control Pro Drop Foundation,deep,#6B4936,unknown,rich-deep,Public Sephora-style foundation swatch dataset,https://www.ulta.com/total-control-pro-drop-foundation?productId=pimprod2022024
PUBLIC-01270,NYX Professional Makeup,Total Control Pro Drop Foundation,deep ebony,#56372D,unknown,rich-deep,Public Sephora-style foundation swatch dataset,https://www.ulta.com/total-control-pro-drop-foundation?productId=pimprod2022024
PUBLIC-01271,Hynt Beauty,Encore Pressed Powder Foundation,sand,#EDC298,unknown,light,Public Sephora-style foundation swatch dataset,https://www.ulta.com/encore-pressed-powder-foundation?productId=pimprod2014352
PUBLIC-01272,Hynt Beauty,Encore Pressed Powder Foundation,ivory,#F3D9B2,unknown,light,Public Sephora-style foundation swatch dataset,https://www.ulta.com/encore-pressed-powder-foundation?productId=pimprod2014352
PUBLIC-01273,Hynt Beauty,Encore Pressed Powder Foundation,nude sand,#F7CF9A,unknown,light,Public Sephora-style foundation swatch dataset,https://www.ulta.com/encore-pressed-powder-foundation?productId=pimprod2014352
PUBLIC-01274,Hynt Beauty,Encore Pressed Powder Foundation,medium beige,#F8C795,neutral,light,Public Sephora-style foundation swatch dataset,https://www.ulta.com/encore-pressed-powder-foundation?productId=pimprod2014352
PUBLIC-01275,Hynt Beauty,Encore Pressed Powder Foundation,bronzed beige,#DDAC7B,neutral,light-medium,Public Sephora-style foundation swatch dataset,https://www.ulta.com/encore-pressed-powder-foundation?productId=pimprod2014352
PUBLIC-01276,Hynt Beauty,Encore Pressed Powder Foundation,honey chestnut,#D79E63,warm,medium,Public Sephora-style foundation swatch dataset,https://www.ulta.com/encore-pressed-powder-foundation?productId=pimprod2014352
PUBLIC-01277,Hynt Beauty,Encore Pressed Powder Foundation,rich chestnut,#B27448,unknown,tan,Public Sephora-style foundation swatch dataset,https://www.ulta.com/encore-pressed-powder-foundation?productId=pimprod2014352
PUBLIC-01278,Lancôme,Dual Finish Multi-Tasking Lightweight Pressed Powder Foundation,suede,#B36A40,unknown,tan,Public Sephora-style foundation swatch dataset,https://www.ulta.com/dual-finish-multi-tasking-lightweight-pressed-powder-foundation?productId=xlsImpprod3650148
PUBLIC-01279,Lancôme,Dual Finish Multi-Tasking Lightweight Pressed Powder Foundation,ivoire,#F1D1B9,unknown,light,Public Sephora-style foundation swatch dataset,https://www.ulta.com/dual-finish-multi-tasking-lightweight-pressed-powder-foundation?productId=xlsImpprod3650148
PUBLIC-01280,Lancôme,Dual Finish Multi-Tasking Lightweight Pressed Powder Foundation,versatile porcelaine divoire,#F8E3D3,unknown,fair,Public Sephora-style foundation swatch dataset,https://www.ulta.com/dual-finish-multi-tasking-lightweight-pressed-powder-foundation?productId=xlsImpprod3650148
PUBLIC-01281,Lancôme,Dual Finish Multi-Tasking Lightweight Pressed Powder Foundation,ivoire,#F6E3D4,unknown,fair,Public Sephora-style foundation swatch dataset,https://www.ulta.com/dual-finish-multi-tasking-lightweight-pressed-powder-foundation?productId=xlsImpprod3650148
PUBLIC-01282,Lancôme,Dual Finish Multi-Tasking Lightweight Pressed Powder Foundation,versatile neutrale,#F3D2B4,neutral,light,Public Sephora-style foundation swatch dataset,https://www.ulta.com/dual-finish-multi-tasking-lightweight-pressed-powder-foundation?productId=xlsImpprod3650148
PUBLIC-01283,Lancôme,Dual Finish Multi-Tasking Lightweight Pressed Powder Foundation,versatile clair,#F0CDB1,unknown,light,Public Sephora-style foundation swatch dataset,https://www.ulta.com/dual-finish-multi-tasking-lightweight-pressed-powder-foundation?productId=xlsImpprod3650148
PUBLIC-01284,Lancôme,Dual Finish Multi-Tasking Lightweight Pressed Powder Foundation,versatile buff,#F2CAB0,unknown,light,Public Sephora-style foundation swatch dataset,https://www.ulta.com/dual-finish-multi-tasking-lightweight-pressed-powder-foundation?productId=xlsImpprod3650148
PUBLIC-01285,Lancôme,Dual Finish Multi-Tasking Lightweight Pressed Powder Foundation,versatile ecru,#F2CFA7,unknown,light,Public Sephora-style foundation swatch dataset,https://www.ulta.com/dual-finish-multi-tasking-lightweight-pressed-powder-foundation?productId=xlsImpprod3650148
PUBLIC-01286,Lancôme,Dual Finish Multi-Tasking Lightweight Pressed Powder Foundation,versatile rose clair,#F1CAB0,cool,light,Public Sephora-style foundation swatch dataset,https://www.ulta.com/dual-finish-multi-tasking-lightweight-pressed-powder-foundation?productId=xlsImpprod3650148
PUBLIC-01287,Lancôme,Dual Finish Multi-Tasking Lightweight Pressed Powder Foundation,versatile bisque,#F5CDAC,unknown,light,Public Sephora-style foundation swatch dataset,https://www.ulta.com/dual-finish-multi-tasking-lightweight-pressed-powder-foundation?productId=xlsImpprod3650148
PUBLIC-01288,Lancôme,Dual Finish Multi-Tasking Lightweight Pressed Powder Foundation,versatile wheat,#F0C49A,unknown,light,Public Sephora-style foundation swatch dataset,https://www.ulta.com/dual-finish-multi-tasking-lightweight-pressed-powder-foundation?productId=xlsImpprod3650148
PUBLIC-01289,Lancôme,Dual Finish Multi-Tasking Lightweight Pressed Powder Foundation,versatile amande,#F2C49C,unknown,light,Public Sephora-style foundation swatch dataset,https://www.ulta.com/dual-finish-multi-tasking-lightweight-pressed-powder-foundation?productId=xlsImpprod3650148
PUBLIC-01290,Lancôme,Dual Finish Multi-Tasking Lightweight Pressed Powder Foundation,versatile nu,#F3C094,unknown,light,Public Sephora-style foundation swatch dataset,https://www.ulta.com/dual-finish-multi-tasking-lightweight-pressed-powder-foundation?productId=xlsImpprod3650148
PUBLIC-01291,Lancôme,Dual Finish Multi-Tasking Lightweight Pressed Powder Foundation,bisque,#EEB683,unknown,light-medium,Public Sephora-style foundation swatch dataset,https://www.ulta.com/dual-finish-multi-tasking-lightweight-pressed-powder-foundation?productId=xlsImpprod3650148
PUBLIC-01292,Lancôme,Dual Finish Multi-Tasking Lightweight Pressed Powder Foundation,bisque,#ECAA7F,unknown,light-medium,Public Sephora-style foundation swatch dataset,https://www.ulta.com/dual-finish-multi-tasking-lightweight-pressed-powder-foundation?productId=xlsImpprod3650148
PUBLIC-01293,Lancôme,Dual Finish Multi-Tasking Lightweight Pressed Powder Foundation,versatile honey,#E2A575,warm,light-medium,Public Sephora-style foundation swatch dataset,https://www.ulta.com/dual-finish-multi-tasking-lightweight-pressed-powder-foundation?productId=xlsImpprod3650148
PUBLIC-01294,Lancôme,Dual Finish Multi-Tasking Lightweight Pressed Powder Foundation,bisque,#CF9667,unknown,medium,Public Sephora-style foundation swatch dataset,https://www.ulta.com/dual-finish-multi-tasking-lightweight-pressed-powder-foundation?productId=xlsImpprod3650148
PUBLIC-01295,Lancôme,Dual Finish Multi-Tasking Lightweight Pressed Powder Foundation,bisque,#F0B882,unknown,light-medium,Public Sephora-style foundation swatch dataset,https://www.ulta.com/dual-finish-multi-tasking-lightweight-pressed-powder-foundation?productId=xlsImpprod3650148
PUBLIC-01296,Lancôme,Dual Finish Multi-Tasking Lightweight Pressed Powder Foundation,bisque,#D58D59,unknown,medium,Public Sephora-style foundation swatch dataset,https://www.ulta.com/dual-finish-multi-tasking-lightweight-pressed-powder-foundation?productId=xlsImpprod3650148
PUBLIC-01297,Lancôme,Dual Finish Multi-Tasking Lightweight Pressed Powder Foundation,bisque,#D08453,unknown,medium,Public Sephora-style foundation swatch dataset,https://www.ulta.com/dual-finish-multi-tasking-lightweight-pressed-powder-foundation?productId=xlsImpprod3650148
PUBLIC-01298,Lancôme,Dual Finish Multi-Tasking Lightweight Pressed Powder Foundation,suede,#C57D4A,unknown,tan,Public Sephora-style foundation swatch dataset,https://www.ulta.com/dual-finish-multi-tasking-lightweight-pressed-powder-foundation?productId=xlsImpprod3650148
PUBLIC-01299,Lancôme,Dual Finish Multi-Tasking Lightweight Pressed Powder Foundation,suede,#B45926,unknown,deep,Public Sephora-style foundation swatch dataset,https://www.ulta.com/dual-finish-multi-tasking-lightweight-pressed-powder-foundation?productId=xlsImpprod3650148
PUBLIC-01300,Lancôme,Dual Finish Multi-Tasking Lightweight Pressed Powder Foundation,suede,#AE5524,unknown,deep,Public Sephora-style foundation swatch dataset,https://www.ulta.com/dual-finish-multi-tasking-lightweight-pressed-powder-foundation?productId=xlsImpprod3650148
PUBLIC-01301,Lancôme,Dual Finish Multi-Tasking Lightweight Pressed Powder Foundation,suede,#A04C1D,unknown,deep,Public Sephora-style foundation swatch dataset,https://www.ulta.com/dual-finish-multi-tasking-lightweight-pressed-powder-foundation?productId=xlsImpprod3650148
PUBLIC-01302,Lancôme,Dual Finish Multi-Tasking Lightweight Pressed Powder Foundation,suede,#833C1D,unknown,rich-deep,Public Sephora-style foundation swatch dataset,https://www.ulta.com/dual-finish-multi-tasking-lightweight-pressed-powder-foundation?productId=xlsImpprod3650148
PUBLIC-01303,e.l.f. Cosmetics,Flawless Finish Foundation,pearl,#E8CEB4,unknown,light,Public Sephora-style foundation swatch dataset,https://www.ulta.com/flawless-finish-foundation?productId=xlsImpprod14541123
PUBLIC-01304,e.l.f. Cosmetics,Flawless Finish Foundation,lily,#E9CDA6,unknown,light,Public Sephora-style foundation swatch dataset,https://www.ulta.com/flawless-finish-foundation?productId=xlsImpprod14541123
PUBLIC-01305,e.l.f. Cosmetics,Flawless Finish Foundation,snow,#ECCEB4,unknown,light,Public Sephora-style foundation swatch dataset,https://www.ulta.com/flawless-finish-foundation?productId=xlsImpprod14541123
PUBLIC-01306,e.l.f. Cosmetics,Flawless Finish Foundation,light ivory,#EFE0D6,unknown,fair,Public Sephora-style foundation swatch dataset,https://www.ulta.com/flawless-finish-foundation?productId=xlsImpprod14541123
PUBLIC-01307,e.l.f. Cosmetics,Flawless Finish Foundation,alabaster,#D2B097,unknown,light-medium,Public Sephora-style foundation swatch dataset,https://www.ulta.com/flawless-finish-foundation?productId=xlsImpprod14541123
PUBLIC-01308,e.l.f. Cosmetics,Flawless Finish Foundation,natural,#DFC4A7,neutral,light,Public Sephora-style foundation swatch dataset,https://www.ulta.com/flawless-finish-foundation?productId=xlsImpprod14541123
PUBLIC-01309,e.l.f. Cosmetics,Flawless Finish Foundation,beige,#E5CBB2,neutral,light,Public Sephora-style foundation swatch dataset,https://www.ulta.com/flawless-finish-foundation?productId=xlsImpprod14541123
PUBLIC-01310,e.l.f. Cosmetics,Flawless Finish Foundation,buttercup,#DDA16B,unknown,medium,Public Sephora-style foundation swatch dataset,https://www.ulta.com/flawless-finish-foundation?productId=xlsImpprod14541123
PUBLIC-01311,e.l.f. Cosmetics,Flawless Finish Foundation,vanilla,#DCB993,unknown,light-medium,Public Sephora-style foundation swatch dataset,https://www.ulta.com/flawless-finish-foundation?productId=xlsImpprod14541123
PUBLIC-01312,e.l.f. Cosmetics,Flawless Finish Foundation,buff,#DDA978,unknown,light-medium,Public Sephora-style foundation swatch dataset,https://www.ulta.com/flawless-finish-foundation?productId=xlsImpprod14541123
PUBLIC-01313,e.l.f. Cosmetics,Flawless Finish Foundation,sand,#C7A389,unknown,light-medium,Public Sephora-style foundation swatch dataset,https://www.ulta.com/flawless-finish-foundation?productId=xlsImpprod14541123
PUBLIC-01314,e.l.f. Cosmetics,Flawless Finish Foundation,linen,#EBBD87,unknown,light-medium,Public Sephora-style foundation swatch dataset,https://www.ulta.com/flawless-finish-foundation?productId=xlsImpprod14541123
PUBLIC-01315,e.l.f. Cosmetics,Flawless Finish Foundation,almond,#C5893E,unknown,tan,Public Sephora-style foundation swatch dataset,https://www.ulta.com/flawless-finish-foundation?productId=xlsImpprod14541123
PUBLIC-01316,e.l.f. Cosmetics,Flawless Finish Foundation,toffee,#DAA579,unknown,light-medium,Public Sephora-style foundation swatch dataset,https://www.ulta.com/flawless-finish-foundation?productId=xlsImpprod14541123
PUBLIC-01317,e.l.f. Cosmetics,Flawless Finish Foundation,tan,#DFAB78,unknown,light-medium,Public Sephora-style foundation swatch dataset,https://www.ulta.com/flawless-finish-foundation?productId=xlsImpprod14541123
PUBLIC-01318,e.l.f. Cosmetics,Flawless Finish Foundation,maple,#9F672E,unknown,deep,Public Sephora-style foundation swatch dataset,https://www.ulta.com/flawless-finish-foundation?productId=xlsImpprod14541123
PUBLIC-01319,e.l.f. Cosmetics,Flawless Finish Foundation,caramel,#B6937D,unknown,medium,Public Sephora-style foundation swatch dataset,https://www.ulta.com/flawless-finish-foundation?productId=xlsImpprod14541123
PUBLIC-01320,e.l.f. Cosmetics,Flawless Finish Foundation,latte,#B4763F,unknown,tan,Public Sephora-style foundation swatch dataset,https://www.ulta.com/flawless-finish-foundation?productId=xlsImpprod14541123
PUBLIC-01321,e.l.f. Cosmetics,Flawless Finish Foundation,cinnamon,#8B582A,unknown,deep,Public Sephora-style foundation swatch dataset,https://www.ulta.com/flawless-finish-foundation?productId=xlsImpprod14541123
PUBLIC-01322,e.l.f. Cosmetics,Flawless Finish Foundation,spice,#7F4E3A,unknown,deep,Public Sephora-style foundation swatch dataset,https://www.ulta.com/flawless-finish-foundation?productId=xlsImpprod14541123
PUBLIC-01323,e.l.f. Cosmetics,Flawless Finish Foundation,chocolate,#855444,unknown,deep,Public Sephora-style foundation swatch dataset,https://www.ulta.com/flawless-finish-foundation?productId=xlsImpprod14541123
PUBLIC-01324,e.l.f. Cosmetics,Flawless Finish Foundation,sienna,#8A6051,unknown,deep,Public Sephora-style foundation swatch dataset,https://www.ulta.com/flawless-finish-foundation?productId=xlsImpprod14541123
PUBLIC-01325,e.l.f. Cosmetics,Flawless Finish Foundation,espresso,#844632,unknown,deep,Public Sephora-style foundation swatch dataset,https://www.ulta.com/flawless-finish-foundation?productId=xlsImpprod14541123
PUBLIC-01326,e.l.f. Cosmetics,Flawless Finish Foundation,mocha,#744431,unknown,deep,Public Sephora-style foundation swatch dataset,https://www.ulta.com/flawless-finish-foundation?productId=xlsImpprod14541123
PUBLIC-01327,e.l.f. Cosmetics,Flawless Finish Foundation,cacao,#5F3930,unknown,rich-deep,Public Sephora-style foundation swatch dataset,https://www.ulta.com/flawless-finish-foundation?productId=xlsImpprod14541123
PUBLIC-01328,e.l.f. Cosmetics,Flawless Finish Foundation,ebony,#432D29,unknown,rich-deep,Public Sephora-style foundation swatch dataset,https://www.ulta.com/flawless-finish-foundation?productId=xlsImpprod14541123
PUBLIC-01329,KIKO Milano,Tuscan Sunshine Luminous Foundation,cocoa,#824E2F,unknown,deep,Public Sephora-style foundation swatch dataset,https://www.ulta.com/tuscan-sunshine-luminous-foundation?productId=pimprod2015403
PUBLIC-01330,KIKO Milano,Tuscan Sunshine Luminous Foundation,hazelnut,#CB8051,unknown,medium,Public Sephora-style foundation swatch dataset,https://www.ulta.com/tuscan-sunshine-luminous-foundation?productId=pimprod2015403
PUBLIC-01331,Pacifica,Alight Clean Foundation,cool medium,#EDB491,cool,light-medium,Public Sephora-style foundation swatch dataset,https://www.ulta.com/alight-clean-foundation?productId=pimprod2003537
PUBLIC-01332,Pacifica,Alight Clean Foundation,neutral fair,#FDE9D4,neutral,fair,Public Sephora-style foundation swatch dataset,https://www.ulta.com/alight-clean-foundation?productId=pimprod2003537
PUBLIC-01333,Pacifica,Alight Clean Foundation,cool fair,#F9D8B6,cool,light,Public Sephora-style foundation swatch dataset,https://www.ulta.com/alight-clean-foundation?productId=pimprod2003537
PUBLIC-01334,Pacifica,Alight Clean Foundation,neutral fair,#ECCAA7,neutral,light,Public Sephora-style foundation swatch dataset,https://www.ulta.com/alight-clean-foundation?productId=pimprod2003537
PUBLIC-01335,Pacifica,Alight Clean Foundation,warm light,#ECC8A4,warm,light,Public Sephora-style foundation swatch dataset,https://www.ulta.com/alight-clean-foundation?productId=pimprod2003537
PUBLIC-01336,Pacifica,Alight Clean Foundation,cool light,#F5C9AC,cool,light,Public Sephora-style foundation swatch dataset,https://www.ulta.com/alight-clean-foundation?productId=pimprod2003537
PUBLIC-01337,Pacifica,Alight Clean Foundation,neutral light,#F2CCA7,neutral,light,Public Sephora-style foundation swatch dataset,https://www.ulta.com/alight-clean-foundation?productId=pimprod2003537
PUBLIC-01338,Pacifica,Alight Clean Foundation,neutral light,#EBC097,neutral,light,Public Sephora-style foundation swatch dataset,https://www.ulta.com/alight-clean-foundation?productId=pimprod2003537
PUBLIC-01339,Pacifica,Alight Clean Foundation,warm light,#E5BA90,warm,light-medium,Public Sephora-style foundation swatch dataset,https://www.ulta.com/alight-clean-foundation?productId=pimprod2003537
PUBLIC-01340,Pacifica,Alight Clean Foundation,cool light,#F1C09B,cool,light,Public Sephora-style foundation swatch dataset,https://www.ulta.com/alight-clean-foundation?productId=pimprod2003537
PUBLIC-01341,Pacifica,Alight Clean Foundation,warm medium,#EDB688,warm,light-medium,Public Sephora-style foundation swatch dataset,https://www.ulta.com/alight-clean-foundation?productId=pimprod2003537
PUBLIC-01342,Pacifica,Alight Clean Foundation,neutral medium,#E0AE70,neutral,light-medium,Public Sephora-style foundation swatch dataset,https://www.ulta.com/alight-clean-foundation?productId=pimprod2003537
PUBLIC-01343,Pacifica,Alight Clean Foundation,warm medium,#E6AF76,warm,light-medium,Public Sephora-style foundation swatch dataset,https://www.ulta.com/alight-clean-foundation?productId=pimprod2003537
PUBLIC-01344,Pacifica,Alight Clean Foundation,neutral medium,#DFA46A,neutral,medium,Public Sephora-style foundation swatch dataset,https://www.ulta.com/alight-clean-foundation?productId=pimprod2003537
PUBLIC-01345,Pacifica,Alight Clean Foundation,cool medium,#D4A26F,cool,medium,Public Sephora-style foundation swatch dataset,https://www.ulta.com/alight-clean-foundation?productId=pimprod2003537
PUBLIC-01346,Pacifica,Alight Clean Foundation,warm tan,#D28F4F,warm,medium,Public Sephora-style foundation swatch dataset,https://www.ulta.com/alight-clean-foundation?productId=pimprod2003537
PUBLIC-01347,Pacifica,Alight Clean Foundation,neutral tan,#C98E48,neutral,tan,Public Sephora-style foundation swatch dataset,https://www.ulta.com/alight-clean-foundation?productId=pimprod2003537
PUBLIC-01348,Pacifica,Alight Clean Foundation,warm tan,#CF9355,warm,medium,Public Sephora-style foundation swatch dataset,https://www.ulta.com/alight-clean-foundation?productId=pimprod2003537
PUBLIC-01349,Pacifica,Alight Clean Foundation,warm deep,#9D5F2E,warm,deep,Public Sephora-style foundation swatch dataset,https://www.ulta.com/alight-clean-foundation?productId=pimprod2003537
PUBLIC-01350,Pacifica,Alight Clean Foundation,warm deep,#925A30,warm,deep,Public Sephora-style foundation swatch dataset,https://www.ulta.com/alight-clean-foundation?productId=pimprod2003537
PUBLIC-01351,Pacifica,Alight Clean Foundation,cool deep,#985127,cool,deep,Public Sephora-style foundation swatch dataset,https://www.ulta.com/alight-clean-foundation?productId=pimprod2003537
PUBLIC-01352,Pacifica,Alight Clean Foundation,warm deep,#A55F2D,warm,deep,Public Sephora-style foundation swatch dataset,https://www.ulta.com/alight-clean-foundation?productId=pimprod2003537
PUBLIC-01353,Pacifica,Alight Clean Foundation,neutral deep,#834626,neutral,deep,Public Sephora-style foundation swatch dataset,https://www.ulta.com/alight-clean-foundation?productId=pimprod2003537
PUBLIC-01354,Pacifica,Alight Clean Foundation,cool deep,#7C4024,cool,rich-deep,Public Sephora-style foundation swatch dataset,https://www.ulta.com/alight-clean-foundation?productId=pimprod2003537
PUBLIC-01355,Beauty Bakerie,InstaBake Aqua Glass Foundation,warm,#C18D66,warm,medium,Public Sephora-style foundation swatch dataset,https://www.ulta.com/instabake-aqua-glass-foundation?productId=pimprod2009084
PUBLIC-01356,Beauty Bakerie,InstaBake Aqua Glass Foundation,neutral,#47312A,neutral,rich-deep,Public Sephora-style foundation swatch dataset,https://www.ulta.com/instabake-aqua-glass-foundation?productId=pimprod2009084
PUBLIC-01357,Beauty Bakerie,InstaBake Aqua Glass Foundation,warm,#52382D,warm,rich-deep,Public Sephora-style foundation swatch dataset,https://www.ulta.com/instabake-aqua-glass-foundation?productId=pimprod2009084
PUBLIC-01358,Beauty Bakerie,InstaBake Aqua Glass Foundation,warm,#70492E,warm,rich-deep,Public Sephora-style foundation swatch dataset,https://www.ulta.com/instabake-aqua-glass-foundation?productId=pimprod2009084
